FID,nome_orige
RedeUrbanaSintese_Regic2007.2032,Ponte Alta
RedeUrbanaSintese_Regic2007.2033,Rio Rufino
RedeUrbanaSintese_Regic2007.2034,São Joaquim
RedeUrbanaSintese_Regic2007.2035,Coronel João Pessoa
RedeUrbanaSintese_Regic2007.2036,São José do Cerrito
RedeUrbanaSintese_Regic2007.2037,Urubici
RedeUrbanaSintese_Regic2007.2038,Urupema
RedeUrbanaSintese_Regic2007.2039,Anita Garibaldi
RedeUrbanaSintese_Regic2007.2040,Bocaina do Sul
RedeUrbanaSintese_Regic2007.2041,Bom Jardim da Serra
RedeUrbanaSintese_Regic2007.2042,Bom Retiro
RedeUrbanaSintese_Regic2007.2043,Capão Alto
RedeUrbanaSintese_Regic2007.2044,Campo Belo do Sul
RedeUrbanaSintese_Regic2007.2045,Cerro Negro
RedeUrbanaSintese_Regic2007.2046,Coronel João Pessoa
RedeUrbanaSintese_Regic2007.2047,Correia Pinto
RedeUrbanaSintese_Regic2007.2048,Curitibanos
RedeUrbanaSintese_Regic2007.2049,Otacílio Costa
RedeUrbanaSintese_Regic2007.2050,Painel
RedeUrbanaSintese_Regic2007.2051,Palmeira
RedeUrbanaSintese_Regic2007.2052,Ponte Alta
RedeUrbanaSintese_Regic2007.2053,Rio Rufino
RedeUrbanaSintese_Regic2007.2054,São Joaquim
RedeUrbanaSintese_Regic2007.2055,São José do Cerrito
RedeUrbanaSintese_Regic2007.2056,Urubici
RedeUrbanaSintese_Regic2007.2057,Venha-Ver
RedeUrbanaSintese_Regic2007.2058,Urupema
RedeUrbanaSintese_Regic2007.2059,Rio Negro
RedeUrbanaSintese_Regic2007.2060,Canoinhas
RedeUrbanaSintese_Regic2007.2061,Itaiópolis
RedeUrbanaSintese_Regic2007.2062,Papanduva
RedeUrbanaSintese_Regic2007.2063,Irineópolis
RedeUrbanaSintese_Regic2007.2064,Matos Costa
RedeUrbanaSintese_Regic2007.2065,Piên
RedeUrbanaSintese_Regic2007.2066,Campo Alegre
RedeUrbanaSintese_Regic2007.2067,Rio Negrinho
RedeUrbanaSintese_Regic2007.2068,Venha-Ver
RedeUrbanaSintese_Regic2007.2069,Canelinha
RedeUrbanaSintese_Regic2007.2070,Canelinha
RedeUrbanaSintese_Regic2007.2071,Armazém
RedeUrbanaSintese_Regic2007.2072,Braço do Norte
RedeUrbanaSintese_Regic2007.2073,Capivari de Baixo
RedeUrbanaSintese_Regic2007.2074,Gravatal
RedeUrbanaSintese_Regic2007.2075,Jaguaruna
RedeUrbanaSintese_Regic2007.2076,Laguna
RedeUrbanaSintese_Regic2007.2077,Pedras Grandes
RedeUrbanaSintese_Regic2007.2078,Sangão
RedeUrbanaSintese_Regic2007.2079,Viçosa
RedeUrbanaSintese_Regic2007.2080,São Ludgero
RedeUrbanaSintese_Regic2007.2081,São Martinho
RedeUrbanaSintese_Regic2007.2082,Treze de Maio
RedeUrbanaSintese_Regic2007.2083,Armazém
RedeUrbanaSintese_Regic2007.2084,Braço do Norte
RedeUrbanaSintese_Regic2007.2085,Capivari de Baixo
RedeUrbanaSintese_Regic2007.2400,Rondolândia
RedeUrbanaSintese_Regic2007.2086,Gravatal
RedeUrbanaSintese_Regic2007.2087,Jaguaruna
RedeUrbanaSintese_Regic2007.2088,Laguna
RedeUrbanaSintese_Regic2007.2089,Pedras Grandes
RedeUrbanaSintese_Regic2007.2090,Viçosa
RedeUrbanaSintese_Regic2007.2091,Sangão
RedeUrbanaSintese_Regic2007.2092,São Ludgero
RedeUrbanaSintese_Regic2007.2093,São Martinho
RedeUrbanaSintese_Regic2007.2094,Treze de Maio
RedeUrbanaSintese_Regic2007.2095,Capitão
RedeUrbanaSintese_Regic2007.2096,Aceguá
RedeUrbanaSintese_Regic2007.2097,Candiota
RedeUrbanaSintese_Regic2007.2098,Dom Pedrito
RedeUrbanaSintese_Regic2007.2099,Hulha Negra
RedeUrbanaSintese_Regic2007.2100,Pinheiro Machado
RedeUrbanaSintese_Regic2007.2101,Baixio
RedeUrbanaSintese_Regic2007.2102,Carlos Barbosa
RedeUrbanaSintese_Regic2007.2103,Garibaldi
RedeUrbanaSintese_Regic2007.2104,Monte Belo do Sul
RedeUrbanaSintese_Regic2007.2105,Nova Prata
RedeUrbanaSintese_Regic2007.2106,Santa Tereza
RedeUrbanaSintese_Regic2007.2107,São Valentim do Sul
RedeUrbanaSintese_Regic2007.2108,Veranópolis
RedeUrbanaSintese_Regic2007.2109,Lavras do Sul
RedeUrbanaSintese_Regic2007.2110,Santana da Boa Vista
RedeUrbanaSintese_Regic2007.2111,Cerro Branco
RedeUrbanaSintese_Regic2007.2112,Mato Grosso
RedeUrbanaSintese_Regic2007.2113,Ipaumirim
RedeUrbanaSintese_Regic2007.2114,Novo Cabrais
RedeUrbanaSintese_Regic2007.2115,Paraíso do Sul
RedeUrbanaSintese_Regic2007.2116,Almirante Tamandaré do Sul
RedeUrbanaSintese_Regic2007.2117,Chapada
RedeUrbanaSintese_Regic2007.2118,Coqueiros do Sul
RedeUrbanaSintese_Regic2007.2119,Não-Me-Toque
RedeUrbanaSintese_Regic2007.2120,Saldanha Marinho
RedeUrbanaSintese_Regic2007.2121,Santo Antônio do Planalto
RedeUrbanaSintese_Regic2007.2122,Sarandi
RedeUrbanaSintese_Regic2007.2123,Santo Antônio do Palma
RedeUrbanaSintese_Regic2007.2124,São João do Rio do Peixe
RedeUrbanaSintese_Regic2007.2125,São Domingos do Sul
RedeUrbanaSintese_Regic2007.2126,Anta Gorda
RedeUrbanaSintese_Regic2007.2127,Arvorezinha
RedeUrbanaSintese_Regic2007.2128,Doutor Ricardo
RedeUrbanaSintese_Regic2007.2129,Ilópolis
RedeUrbanaSintese_Regic2007.2130,Muçum
RedeUrbanaSintese_Regic2007.2131,Nova Bréscia
RedeUrbanaSintese_Regic2007.2132,Relvado
RedeUrbanaSintese_Regic2007.2133,Roca Sales
RedeUrbanaSintese_Regic2007.2134,Aratiba
RedeUrbanaSintese_Regic2007.2135,Bom Jesus
RedeUrbanaSintese_Regic2007.2136,Áurea
RedeUrbanaSintese_Regic2007.2137,Barão de Cotegipe
RedeUrbanaSintese_Regic2007.2138,Barra do Rio Azul
RedeUrbanaSintese_Regic2007.2139,Benjamin Constant do Sul
RedeUrbanaSintese_Regic2007.2414,Epitaciolândia
RedeUrbanaSintese_Regic2007.2140,Campinas do Sul
RedeUrbanaSintese_Regic2007.2141,Carlos Gomes
RedeUrbanaSintese_Regic2007.2142,Centenário
RedeUrbanaSintese_Regic2007.2143,Charrua
RedeUrbanaSintese_Regic2007.2144,Cruzaltense
RedeUrbanaSintese_Regic2007.2145,Erval Grande
RedeUrbanaSintese_Regic2007.2146,Bonito de Santa Fé
RedeUrbanaSintese_Regic2007.2147,Estação
RedeUrbanaSintese_Regic2007.2148,Faxinalzinho
RedeUrbanaSintese_Regic2007.2149,Gaurama
RedeUrbanaSintese_Regic2007.2150,Getúlio Vargas
RedeUrbanaSintese_Regic2007.2151,Itatiba do Sul
RedeUrbanaSintese_Regic2007.2152,Jacutinga
RedeUrbanaSintese_Regic2007.2153,Marcelino Ramos
RedeUrbanaSintese_Regic2007.2154,Mariano Moro
RedeUrbanaSintese_Regic2007.2155,Paim Filho
RedeUrbanaSintese_Regic2007.2156,Paulo Bento
RedeUrbanaSintese_Regic2007.2157,Cachoeira dos Índios
RedeUrbanaSintese_Regic2007.2158,Ponte Preta
RedeUrbanaSintese_Regic2007.2159,Quatro Irmãos
RedeUrbanaSintese_Regic2007.2160,São Valentim
RedeUrbanaSintese_Regic2007.2161,Severiano de Almeida
RedeUrbanaSintese_Regic2007.2162,Três Arroios
RedeUrbanaSintese_Regic2007.2163,Viadutos
RedeUrbanaSintese_Regic2007.2164,Alto Alegre
RedeUrbanaSintese_Regic2007.2165,Campos Borges
RedeUrbanaSintese_Regic2007.2166,Colinas
RedeUrbanaSintese_Regic2007.2167,Teutônia
RedeUrbanaSintese_Regic2007.2168,Carrapateira
RedeUrbanaSintese_Regic2007.2169,Ametista do Sul
RedeUrbanaSintese_Regic2007.2170,Boa Vista das Missões
RedeUrbanaSintese_Regic2007.2171,Caiçara
RedeUrbanaSintese_Regic2007.2172,Erval Seco
RedeUrbanaSintese_Regic2007.2173,Iraí
RedeUrbanaSintese_Regic2007.2174,Jaboticaba
RedeUrbanaSintese_Regic2007.2175,Liberato Salzano
RedeUrbanaSintese_Regic2007.2176,Palmitinho
RedeUrbanaSintese_Regic2007.2177,Pinhal
RedeUrbanaSintese_Regic2007.2178,Pinheirinho do Vale
RedeUrbanaSintese_Regic2007.2179,Conceição
RedeUrbanaSintese_Regic2007.2180,Rodeio Bonito
RedeUrbanaSintese_Regic2007.2181,Seberi
RedeUrbanaSintese_Regic2007.2182,Taquaruçu do Sul
RedeUrbanaSintese_Regic2007.2183,Vicente Dutra
RedeUrbanaSintese_Regic2007.2184,Vista Alegre
RedeUrbanaSintese_Regic2007.2185,Doutor Maurício Cardoso
RedeUrbanaSintese_Regic2007.2186,Quinze de Novembro
RedeUrbanaSintese_Regic2007.2401,Cabixi
RedeUrbanaSintese_Regic2007.2187,Maçambara
RedeUrbanaSintese_Regic2007.2188,Maçambara
RedeUrbanaSintese_Regic2007.2189,Capão Bonito do Sul
RedeUrbanaSintese_Regic2007.2190,Monte Horebe
RedeUrbanaSintese_Regic2007.2191,Caseiros
RedeUrbanaSintese_Regic2007.2192,São José do Ouro
RedeUrbanaSintese_Regic2007.2193,Tupanci do Sul
RedeUrbanaSintese_Regic2007.2194,Camargo
RedeUrbanaSintese_Regic2007.2195,Gentil
RedeUrbanaSintese_Regic2007.2196,Nova Alvorada
RedeUrbanaSintese_Regic2007.2197,Linha Nova
RedeUrbanaSintese_Regic2007.2198,Picada Café
RedeUrbanaSintese_Regic2007.2199,Boa Vista das Missões
RedeUrbanaSintese_Regic2007.2200,Cerro Grande
RedeUrbanaSintese_Regic2007.2201,Poço de José de Moura
RedeUrbanaSintese_Regic2007.2202,Dois Irmãos das Missões
RedeUrbanaSintese_Regic2007.2203,Lajeado do Bugre
RedeUrbanaSintese_Regic2007.2204,Novo Barreiro
RedeUrbanaSintese_Regic2007.2205,Rodeio Bonito
RedeUrbanaSintese_Regic2007.2206,Sagrada Família
RedeUrbanaSintese_Regic2007.2207,São José das Missões
RedeUrbanaSintese_Regic2007.2208,São Pedro das Missões
RedeUrbanaSintese_Regic2007.2209,Jacuizinho
RedeUrbanaSintese_Regic2007.2210,São José do Sul
RedeUrbanaSintese_Regic2007.2211,Maximiliano de Almeida
RedeUrbanaSintese_Regic2007.2212,Santa Helena
RedeUrbanaSintese_Regic2007.2213,Paim Filho
RedeUrbanaSintese_Regic2007.2214,Santo Expedito do Sul
RedeUrbanaSintese_Regic2007.2215,São João da Urtiga
RedeUrbanaSintese_Regic2007.2216,Chuí
RedeUrbanaSintese_Regic2007.2217,Capão do Cipó
RedeUrbanaSintese_Regic2007.2218,Itacurubi
RedeUrbanaSintese_Regic2007.2219,Nova Esperança do Sul
RedeUrbanaSintese_Regic2007.2220,Unistalda
RedeUrbanaSintese_Regic2007.2221,Cerro Largo
RedeUrbanaSintese_Regic2007.2222,Entre-Ijuís
RedeUrbanaSintese_Regic2007.2223,Canápolis
RedeUrbanaSintese_Regic2007.2224,Paulista
RedeUrbanaSintese_Regic2007.2225,São José de Piranhas
RedeUrbanaSintese_Regic2007.2226,Eugênio de Castro
RedeUrbanaSintese_Regic2007.2227,Giruá
RedeUrbanaSintese_Regic2007.2228,Guarani das Missões
RedeUrbanaSintese_Regic2007.2229,Mato Queimado
RedeUrbanaSintese_Regic2007.2230,Porto Xavier
RedeUrbanaSintese_Regic2007.2231,São Luiz Gonzaga
RedeUrbanaSintese_Regic2007.2232,São Miguel das Missões
RedeUrbanaSintese_Regic2007.2233,Sete de Setembro
RedeUrbanaSintese_Regic2007.2234,Vitória das Missões
RedeUrbanaSintese_Regic2007.2235,Chiapetta
RedeUrbanaSintese_Regic2007.2236,Serra Grande
RedeUrbanaSintese_Regic2007.2237,Coronel Bicaco
RedeUrbanaSintese_Regic2007.2238,Inhacorá
RedeUrbanaSintese_Regic2007.2239,São Valério do Sul
RedeUrbanaSintese_Regic2007.2240,Santa Margarida do Sul
RedeUrbanaSintese_Regic2007.2241,Vila Nova do Sul
RedeUrbanaSintese_Regic2007.2242,Harmonia
RedeUrbanaSintese_Regic2007.2243,Tupandi
RedeUrbanaSintese_Regic2007.2244,Montauri
RedeUrbanaSintese_Regic2007.2245,Herveiras
RedeUrbanaSintese_Regic2007.2246,Arvorezinha
RedeUrbanaSintese_Regic2007.2247,João Dias
RedeUrbanaSintese_Regic2007.2248,Barros Cassal
RedeUrbanaSintese_Regic2007.2249,Fontoura Xavier
RedeUrbanaSintese_Regic2007.2250,Ibirapuitã
RedeUrbanaSintese_Regic2007.2251,Mormaço
RedeUrbanaSintese_Regic2007.2252,São José do Herval
RedeUrbanaSintese_Regic2007.2253,Água Santa
RedeUrbanaSintese_Regic2007.2254,Charrua
RedeUrbanaSintese_Regic2007.2255,Ibiaçá
RedeUrbanaSintese_Regic2007.2256,Santa Cecília do Sul
RedeUrbanaSintese_Regic2007.2257,Vila Lângaro
RedeUrbanaSintese_Regic2007.2258,Belém do Brejo do Cruz
RedeUrbanaSintese_Regic2007.2259,Barra do Guarita
RedeUrbanaSintese_Regic2007.2260,Miraguaí
RedeUrbanaSintese_Regic2007.2261,Vista Gaúcha
RedeUrbanaSintese_Regic2007.2262,Alegria
RedeUrbanaSintese_Regic2007.2263,Boa Vista do Buricá
RedeUrbanaSintese_Regic2007.2264,Independência
RedeUrbanaSintese_Regic2007.2265,São José do Inhacorá
RedeUrbanaSintese_Regic2007.2266,Bom Progresso
RedeUrbanaSintese_Regic2007.2267,Braga
RedeUrbanaSintese_Regic2007.2268,Crissiumal
RedeUrbanaSintese_Regic2007.2269,Bom Sucesso
RedeUrbanaSintese_Regic2007.2270,Derrubadas
RedeUrbanaSintese_Regic2007.2271,Esperança do Sul
RedeUrbanaSintese_Regic2007.2272,Humaitá
RedeUrbanaSintese_Regic2007.2273,Redentora
RedeUrbanaSintese_Regic2007.2274,São Martinho
RedeUrbanaSintese_Regic2007.2275,Sede Nova
RedeUrbanaSintese_Regic2007.2276,Tiradentes do Sul
RedeUrbanaSintese_Regic2007.2277,Novo Machado
RedeUrbanaSintese_Regic2007.2278,Esmeralda
RedeUrbanaSintese_Regic2007.2279,Monte Alegre dos Campos
RedeUrbanaSintese_Regic2007.2280,Brejo do Cruz
RedeUrbanaSintese_Regic2007.2281,Muitos Capões
RedeUrbanaSintese_Regic2007.2282,Pinhal da Serra
RedeUrbanaSintese_Regic2007.2283,Mato Leitão
RedeUrbanaSintese_Regic2007.2284,Passo do Sobrado
RedeUrbanaSintese_Regic2007.2285,Anastácio
RedeUrbanaSintese_Regic2007.2286,Nioaque
RedeUrbanaSintese_Regic2007.2287,Santa Rita do Pardo
RedeUrbanaSintese_Regic2007.2426,Itamarati
RedeUrbanaSintese_Regic2007.2288,Santa Rita do Pardo
RedeUrbanaSintese_Regic2007.2289,Figueirão
RedeUrbanaSintese_Regic2007.2290,Aporé
RedeUrbanaSintese_Regic2007.2291,Brejo dos Santos
RedeUrbanaSintese_Regic2007.2292,Itajá
RedeUrbanaSintese_Regic2007.2293,Lagoa Santa
RedeUrbanaSintese_Regic2007.2294,Chapadão do Céu
RedeUrbanaSintese_Regic2007.2295,Ladário
RedeUrbanaSintese_Regic2007.2296,Alcinópolis
RedeUrbanaSintese_Regic2007.2297,Amambaí
RedeUrbanaSintese_Regic2007.2298,Angélica
RedeUrbanaSintese_Regic2007.2299,Caarapó
RedeUrbanaSintese_Regic2007.2300,Deodápolis
RedeUrbanaSintese_Regic2007.2301,Douradina
RedeUrbanaSintese_Regic2007.2302,Jericó
RedeUrbanaSintese_Regic2007.2303,Fátima do Sul
RedeUrbanaSintese_Regic2007.2304,Glória de Dourados
RedeUrbanaSintese_Regic2007.2305,Itaporã
RedeUrbanaSintese_Regic2007.2306,Ivinhema
RedeUrbanaSintese_Regic2007.2307,Jateí
RedeUrbanaSintese_Regic2007.2308,Juti
RedeUrbanaSintese_Regic2007.2309,Laguna Carapã
RedeUrbanaSintese_Regic2007.2310,Maracaju
RedeUrbanaSintese_Regic2007.2311,Mundo Novo
RedeUrbanaSintese_Regic2007.2312,Naviraí
RedeUrbanaSintese_Regic2007.2313,Riacho dos Cavalos
RedeUrbanaSintese_Regic2007.2314,Novo Horizonte do Sul
RedeUrbanaSintese_Regic2007.2315,Ponta Porã
RedeUrbanaSintese_Regic2007.2316,Rio Brilhante
RedeUrbanaSintese_Regic2007.2317,Sete Quedas
RedeUrbanaSintese_Regic2007.2318,Tacuru
RedeUrbanaSintese_Regic2007.2319,Vicentina
RedeUrbanaSintese_Regic2007.2320,Guia Lopes da Laguna
RedeUrbanaSintese_Regic2007.2321,Bodoquena
RedeUrbanaSintese_Regic2007.2322,Anaurilândia
RedeUrbanaSintese_Regic2007.2323,Angélica
RedeUrbanaSintese_Regic2007.2324,Aguiar
RedeUrbanaSintese_Regic2007.2325,Bataiporã
RedeUrbanaSintese_Regic2007.2326,Taquarussu
RedeUrbanaSintese_Regic2007.2327,Inocência
RedeUrbanaSintese_Regic2007.2328,Água Clara
RedeUrbanaSintese_Regic2007.2329,Brasilândia
RedeUrbanaSintese_Regic2007.2330,Selvíria
RedeUrbanaSintese_Regic2007.2331,Campinápolis
RedeUrbanaSintese_Regic2007.2332,Canarana
RedeUrbanaSintese_Regic2007.2333,Cocalinho
RedeUrbanaSintese_Regic2007.2334,Gaúcha do Norte
RedeUrbanaSintese_Regic2007.2335,Riacho dos Cavalos
RedeUrbanaSintese_Regic2007.2336,Boa Ventura
RedeUrbanaSintese_Regic2007.2337,Nova Nazaré
RedeUrbanaSintese_Regic2007.2338,Querência
RedeUrbanaSintese_Regic2007.2339,Ribeirão Cascalheira
RedeUrbanaSintese_Regic2007.2340,Figueirópolis d'Oeste
RedeUrbanaSintese_Regic2007.2341,Indiavaí
RedeUrbanaSintese_Regic2007.2342,Jauru
RedeUrbanaSintese_Regic2007.2343,Reserva do Cabaçal
RedeUrbanaSintese_Regic2007.2344,Sapezal
RedeUrbanaSintese_Regic2007.2345,Campos de Júlio
RedeUrbanaSintese_Regic2007.2346,Porto Alegre do Norte
RedeUrbanaSintese_Regic2007.2347,Igaracy
RedeUrbanaSintese_Regic2007.2348,São José do Xingu
RedeUrbanaSintese_Regic2007.2349,Santa Cruz do Xingu
RedeUrbanaSintese_Regic2007.2350,Dom Aquino
RedeUrbanaSintese_Regic2007.2351,Juscimeira
RedeUrbanaSintese_Regic2007.2352,São Pedro da Cipa
RedeUrbanaSintese_Regic2007.2353,Tapurah
RedeUrbanaSintese_Regic2007.2354,Glória d'Oeste
RedeUrbanaSintese_Regic2007.2355,Porto Esperidião
RedeUrbanaSintese_Regic2007.2356,São José dos Quatro Marcos
RedeUrbanaSintese_Regic2007.2415,Feijó
RedeUrbanaSintese_Regic2007.2357,Conquista d'Oeste
RedeUrbanaSintese_Regic2007.2358,Curral Velho
RedeUrbanaSintese_Regic2007.2359,Vila Bela da Santíssima Trindade
RedeUrbanaSintese_Regic2007.2360,Nova Lacerda
RedeUrbanaSintese_Regic2007.2361,Vale de São Domingos
RedeUrbanaSintese_Regic2007.2362,Nova Guarita
RedeUrbanaSintese_Regic2007.2363,Porto Alegre do Norte
RedeUrbanaSintese_Regic2007.2364,Santa Cruz do Xingu
RedeUrbanaSintese_Regic2007.2365,Santa Terezinha
RedeUrbanaSintese_Regic2007.2366,Joviânia
RedeUrbanaSintese_Regic2007.2367,Gouvelândia
RedeUrbanaSintese_Regic2007.2368,Paranaiguara
RedeUrbanaSintese_Regic2007.2369,Diamante
RedeUrbanaSintese_Regic2007.2370,São Simão
RedeUrbanaSintese_Regic2007.2371,Ipiranga de Goiás
RedeUrbanaSintese_Regic2007.2372,Morro Agudo de Goiás
RedeUrbanaSintese_Regic2007.2373,Nova América
RedeUrbanaSintese_Regic2007.2374,Machadinho d'Oeste
RedeUrbanaSintese_Regic2007.2375,Rio Crespo
RedeUrbanaSintese_Regic2007.2376,Alto Paraíso
RedeUrbanaSintese_Regic2007.2377,Buritis
RedeUrbanaSintese_Regic2007.2378,Cacaulândia
RedeUrbanaSintese_Regic2007.2379,Campo Novo de Rondônia
RedeUrbanaSintese_Regic2007.2380,Ibiara
RedeUrbanaSintese_Regic2007.2381,Cujubim
RedeUrbanaSintese_Regic2007.2382,Monte Negro
RedeUrbanaSintese_Regic2007.2383,Nova Mamoré
RedeUrbanaSintese_Regic2007.2384,Governador Jorge Teixeira
RedeUrbanaSintese_Regic2007.2385,Theobroma
RedeUrbanaSintese_Regic2007.2386,Vale do Anari
RedeUrbanaSintese_Regic2007.2387,Cacoal
RedeUrbanaSintese_Regic2007.2388,Costa Marques
RedeUrbanaSintese_Regic2007.2389,Ouro Preto do Oeste
RedeUrbanaSintese_Regic2007.2390,Presidente Médici
RedeUrbanaSintese_Regic2007.2391,Nova Olinda
RedeUrbanaSintese_Regic2007.2392,São Miguel do Guaporé
RedeUrbanaSintese_Regic2007.2402,Pedra Branca
RedeUrbanaSintese_Regic2007.2403,Cerejeiras
RedeUrbanaSintese_Regic2007.2404,Colorado do Oeste
RedeUrbanaSintese_Regic2007.2405,Corumbiara
RedeUrbanaSintese_Regic2007.2406,Chupinguaia
RedeUrbanaSintese_Regic2007.2407,Comodoro
RedeUrbanaSintese_Regic2007.2408,Acrelândia
RedeUrbanaSintese_Regic2007.2409,Brasiléia
RedeUrbanaSintese_Regic2007.2410,Bujari
RedeUrbanaSintese_Regic2007.2411,Capixaba
RedeUrbanaSintese_Regic2007.2412,Cruzeiro do Sul
RedeUrbanaSintese_Regic2007.2413,Santa Inês
RedeUrbanaSintese_Regic2007.2418,Senador Guiomard
RedeUrbanaSintese_Regic2007.2419,Sena Madureira
RedeUrbanaSintese_Regic2007.2420,Tarauacá
RedeUrbanaSintese_Regic2007.2421,Xapuri
RedeUrbanaSintese_Regic2007.2422,Porto Acre
RedeUrbanaSintese_Regic2007.2423,Boca do Acre
RedeUrbanaSintese_Regic2007.2424,Santana de Mangueira
RedeUrbanaSintese_Regic2007.2425,Pauini
RedeUrbanaSintese_Regic2007.2431,Urucurituba
RedeUrbanaSintese_Regic2007.2432,Canutama
RedeUrbanaSintese_Regic2007.2433,Barreirinha
RedeUrbanaSintese_Regic2007.2434,Boa Vista do Ramos
RedeUrbanaSintese_Regic2007.2435,São José de Caiana
RedeUrbanaSintese_Regic2007.2436,Maués
RedeUrbanaSintese_Regic2007.2437,Nhamundá
RedeUrbanaSintese_Regic2007.2438,Faro
RedeUrbanaSintese_Regic2007.2439,Amaturá
RedeUrbanaSintese_Regic2007.2440,Atalaia do Norte
RedeUrbanaSintese_Regic2007.2441,Benjamin Constant
RedeUrbanaSintese_Regic2007.2442,Santo Antônio do Içá
RedeUrbanaSintese_Regic2007.2443,São Paulo de Olivença
RedeUrbanaSintese_Regic2007.2444,Alvarães
RedeUrbanaSintese_Regic2007.2445,Fonte Boa
RedeUrbanaSintese_Regic2007.2446,São Domingos de Pombal
RedeUrbanaSintese_Regic2007.2447,Camalaú
RedeUrbanaSintese_Regic2007.2453,Uarini
RedeUrbanaSintese_Regic2007.2454,Amajari
RedeUrbanaSintese_Regic2007.2455,Alto Alegre
RedeUrbanaSintese_Regic2007.2456,Bonfim
RedeUrbanaSintese_Regic2007.2457,Cantá
RedeUrbanaSintese_Regic2007.2458,Ouro Velho
RedeUrbanaSintese_Regic2007.2459,Caracaraí
RedeUrbanaSintese_Regic2007.2460,Caroebe
RedeUrbanaSintese_Regic2007.2461,Iracema
RedeUrbanaSintese_Regic2007.2462,Mucajaí
RedeUrbanaSintese_Regic2007.2463,Normandia
RedeUrbanaSintese_Regic2007.2464,Pacaraima
RedeUrbanaSintese_Regic2007.2465,Rorainópolis
RedeUrbanaSintese_Regic2007.2466,São João da Baliza
RedeUrbanaSintese_Regic2007.2467,São Luiz
RedeUrbanaSintese_Regic2007.2468,Uiramutã
RedeUrbanaSintese_Regic2007.2469,Prata
RedeUrbanaSintese_Regic2007.2470,Igarapé-Miri
RedeUrbanaSintese_Regic2007.2471,Moju
RedeUrbanaSintese_Regic2007.2472,Vitória do Jari
RedeUrbanaSintese_Regic2007.2473,Anapu
RedeUrbanaSintese_Regic2007.2474,Brasil Novo
RedeUrbanaSintese_Regic2007.2475,Medicilândia
RedeUrbanaSintese_Regic2007.2476,Pacajá
RedeUrbanaSintese_Regic2007.2477,Porto de Moz
RedeUrbanaSintese_Regic2007.2478,Senador José Porfírio
RedeUrbanaSintese_Regic2007.2480,São João do Tigre
RedeUrbanaSintese_Regic2007.2481,Vitória do Xingu
RedeUrbanaSintese_Regic2007.2482,Augusto Corrêa
RedeUrbanaSintese_Regic2007.2483,Tracuateua
RedeUrbanaSintese_Regic2007.2484,Viseu
RedeUrbanaSintese_Regic2007.2485,Bagre
RedeUrbanaSintese_Regic2007.2486,Curralinho
RedeUrbanaSintese_Regic2007.2487,Melgaço
RedeUrbanaSintese_Regic2007.2488,Portel
RedeUrbanaSintese_Regic2007.2489,Baião
RedeUrbanaSintese_Regic2007.2490,Limoeiro do Ajuru
RedeUrbanaSintese_Regic2007.2491,São Sebastião do Umbuzeiro
RedeUrbanaSintese_Regic2007.2492,Oeiras do Pará
RedeUrbanaSintese_Regic2007.2493,Bonito
RedeUrbanaSintese_Regic2007.2494,Cachoeira do Piriá
RedeUrbanaSintese_Regic2007.2495,Nova Timboteua
RedeUrbanaSintese_Regic2007.2496,Ourém
RedeUrbanaSintese_Regic2007.2497,Peixe-Boi
RedeUrbanaSintese_Regic2007.2498,Primavera
RedeUrbanaSintese_Regic2007.2499,Quatipuru
RedeUrbanaSintese_Regic2007.2500,Santa Luzia do Pará
RedeUrbanaSintese_Regic2007.2501,Santarém Novo
RedeUrbanaSintese_Regic2007.2502,Zabelê
RedeUrbanaSintese_Regic2007.2526,Jacundá
RedeUrbanaSintese_Regic2007.2503,Garrafão do Norte
RedeUrbanaSintese_Regic2007.2504,Nova Esperança do Piriá
RedeUrbanaSintese_Regic2007.2505,Aurora do Pará
RedeUrbanaSintese_Regic2007.2506,Inhangapi
RedeUrbanaSintese_Regic2007.2507,Mãe do Rio
RedeUrbanaSintese_Regic2007.2508,Magalhães Barata
RedeUrbanaSintese_Regic2007.2509,Maracanã
RedeUrbanaSintese_Regic2007.2510,Marapanim
RedeUrbanaSintese_Regic2007.2511,Santa Maria do Pará
RedeUrbanaSintese_Regic2007.2512,São Domingos do Capim
RedeUrbanaSintese_Regic2007.2513,Areia de Baraúnas
RedeUrbanaSintese_Regic2007.2514,São Francisco do Pará
RedeUrbanaSintese_Regic2007.2515,São João da Ponta
RedeUrbanaSintese_Regic2007.2516,São Miguel do Guamá
RedeUrbanaSintese_Regic2007.2517,Terra Alta
RedeUrbanaSintese_Regic2007.2518,Couto de Magalhães
RedeUrbanaSintese_Regic2007.2519,Abel Figueiredo
RedeUrbanaSintese_Regic2007.2520,Bom Jesus do Tocantins
RedeUrbanaSintese_Regic2007.2521,Brejo Grande do Araguaia
RedeUrbanaSintese_Regic2007.2522,Eldorado dos Carajás
RedeUrbanaSintese_Regic2007.2523,Goianésia do Pará
RedeUrbanaSintese_Regic2007.2524,Cacimba de Areia
RedeUrbanaSintese_Regic2007.2525,Itupiranga
RedeUrbanaSintese_Regic2007.2528,Palestina do Pará
RedeUrbanaSintese_Regic2007.2529,Parauapebas
RedeUrbanaSintese_Regic2007.2530,Piçarra
RedeUrbanaSintese_Regic2007.2531,Redenção
RedeUrbanaSintese_Regic2007.2532,Rondon do Pará
